 TIME                    	time                     	freq-sim                 	freq-exp                 	Toa                      	Tr-sim                   	Tr-exp                   	Ts-sim                   	Ts-exp                   	Pel-sim                  	Pel-exp                  	Qh-sim                   	Qh-exp                   	Qhair                    	
  +1.7000000000000000E+00	  +1.7000000000000000E+00	  +1.1900000000000000E+02	  +1.2355000000000000E+02	  -9.3309999999999995E+00	  +2.1147214493188095E+01	  +2.0503000000000000E+01	  +4.2204707161016586E+01	  +3.8137999999999998E+01	  +3.0297897230266648E+00	  +2.0364266666666668E+00	  +4.5092452884310239E+00	  +1.7108722222222222E-01	  +3.6605105555555553E+00	
  +1.7166666666666666E+00	  +1.7170000000000001E+00	  +1.1900000000000000E+02	  +1.2206600000000000E+02	  -9.6869999999999994E+00	  +2.1400073443995446E+01	  +2.1253000000000000E+01	  +4.7564026435723491E+01	  +3.8694000000000003E+01	  +3.0443752940991384E+00	  +2.0468044444444446E+00	  +4.6255396122436805E+00	  +1.6999777777777778E-01	  +3.6124855555555557E+00	
  +1.7333333333333334E+00	  +1.7330000000000001E+00	  +1.1900000000000000E+02	  +1.2012500000000000E+02	  -9.8849999999999998E+00	  +2.1659649179572153E+01	  +2.1899999999999999E+01	  +4.8419246835700349E+01	  +3.9289999999999999E+01	  +3.0563787728672631E+00	  +2.0370355555555557E+00	  +4.7288536274230353E+00	  +1.6007944444444444E-01	  +3.5945827777777777E+00	
  +1.7500000000000000E+00	  +1.7500000000000000E+00	  +1.1900000000000000E+02	  +1.2170600000000000E+02	  -1.0050000000000001E+01	  +2.1922763130156920E+01	  +2.2303000000000001E+01	  +4.9166171193600647E+01	  +3.9677999999999997E+01	  +3.0686308191695137E+00	  +2.0112958333333335E+00	  +4.8098986855349448E+00	  +1.6580472222222223E-01	  +3.5869636111111109E+00	
  +1.7666666666666666E+00	  +1.7669999999999999E+00	  +1.1900000000000000E+02	  +1.2113700000000000E+02	  -1.0186000000000000E+01	  +2.2186371987890940E+01	  +2.2324999999999999E+01	  +5.9766055607547862E+01	  +3.9921999999999997E+01	  +3.0808910401160690E+00	  +2.0377744444444446E+00	  +4.8718197734144582E+00	  +1.6027444444444447E-01	  +3.6313191666666667E+00	
  +1.7833333333333334E+00	  +1.7829999999999999E+00	  +1.1900000000000000E+02	  +1.2159200000000000E+02	  -1.0122999999999999E+01	  +2.2448223076329022E+01	  +2.2202000000000002E+01	  +6.0417770048728826E+01	  +3.9857999999999997E+01	  +3.0902898831534595E+00	  +2.0365330555555556E+00	  +4.9190066258845020E+00	  +1.7094194444444444E-01	  +3.6445811111111110E+00	
  +1.8000000000000000E+00	  +1.8000000000000000E+00	  +1.1900000000000000E+02	  +1.1864100000000001E+02	  -1.0215000000000000E+01	  +2.2704755166135236E+01	  +2.2341000000000001E+01	  +6.0828210878823811E+01	  +3.9886000000000003E+01	  +3.1015101481923164E+00	  +2.0029938888888887E+00	  +4.9344838392213033E+00	  +1.6395305555555556E-01	  +3.6207741666666666E+00	
  +1.8166666666666667E+00	  +1.8169999999999999E+00	  +1.1900000000000000E+02	  +1.1950500000000000E+02	  -1.0298999999999999E+01	  +2.2952258833820082E+01	  +2.2628000000000000E+01	  +6.1048975006239189E+01	  +4.0063000000000002E+01	  +3.1122660225669248E+00	  +2.0095425000000002E+00	  +4.9267958434645536E+00	  +1.7407472222222223E-01	  +3.5952822222222220E+00	
  +1.8333333333333333E+00	  +1.8330000000000000E+00	  +1.1900000000000000E+02	  +1.2084000000000000E+02	  -1.0132000000000000E+01	  +2.3188601799393133E+01	  +2.2329999999999998E+01	  +6.1172286930564333E+01	  +3.9966000000000001E+01	  +3.1197763763657229E+00	  +2.0082811111111112E+00	  +4.9082772517426294E+00	  +1.7744277777777778E-01	  +3.6388358333333333E+00	
  +1.8500000000000001E+00	  +1.8500000000000001E+00	  +1.1900000000000000E+02	  +1.1956200000000000E+02	  -1.0295999999999999E+01	  +2.3413731669534524E+01	  +2.2254999999999999E+01	  +6.1316025837241639E+01	  +4.0085999999999999E+01	  +3.1304552373659127E+00	  +2.0150205555555556E+00	  +4.8942129602226743E+00	  +2.3992444444444444E-01	  +3.6789924999999997E+00	
  +1.8666666666666667E+00	  +1.8670000000000000E+00	  +9.9166666666666671E+01	  +1.2052500000000001E+02	  -1.0670000000000000E+01	  +2.3600450533275350E+01	  +2.2643999999999998E+01	  +5.8454933658894518E+01	  +4.0622000000000000E+01	  +2.4243276157950735E+00	  +2.0650822222222223E+00	  +4.4997794555550827E+00	  +2.8621333333333332E-01	  +3.7038636111111112E+00	
  +1.8833333333333333E+00	  +1.8830000000000000E+00	  +8.3299999999999997E+01	  +1.1860100000000000E+02	  -1.0654000000000000E+01	  +2.3721292399762518E+01	  +2.2521999999999998E+01	  +5.5360336744939872E+01	  +4.0655000000000001E+01	  +1.8524715972714458E+00	  +1.9891966666666667E+00	  +4.0825864789095361E+00	  +3.3343111111111112E-01	  +3.7361230555555554E+00	
  +1.8999999999999999E+00	  +1.8999999999999999E+00	  +7.5366666666666660E+01	  +1.1808100000000000E+02	  -1.0712999999999999E+01	  +2.3788200034448586E+01	  +2.2890000000000001E+01	  +5.3364134705984561E+01	  +4.1095999999999997E+01	  +1.5944026805581726E+00	  +2.0225772222222225E+00	  +3.8156297137261719E+00	  +3.8324555555555556E-01	  +3.7462541666666667E+00	
  +1.9166666666666667E+00	  +1.9170000000000000E+00	  +6.7433333333333337E+01	  +1.1685100000000000E+02	  -1.1146000000000001E+01	  +2.3811905598526220E+01	  +2.3061000000000000E+01	  +5.1107093965645902E+01	  +4.1473999999999997E+01	  +1.3459500435848135E+00	  +2.0076483333333330E+00	  +3.5183955850547495E+00	  +4.0582625000000005E+00	  +3.7857127777777779E+00	
  +1.9333333333333333E+00	  +1.9330000000000001E+00	  +6.7433333333333337E+01	  +1.1762400000000000E+02	  -1.1188000000000001E+01	  +2.3813565392850954E+01	  +2.3238000000000000E+01	  +5.1090296410292950E+01	  +4.1725999999999999E+01	  +1.3459353217220833E+00	  +1.9953644444444445E+00	  +3.5175000471092264E+00	  +4.1060183333333331E+00	  +3.7983702777777779E+00	
  +1.9500000000000000E+00	  +1.9500000000000000E+00	  +6.7433333333333337E+01	  +1.1951100000000000E+02	  -1.1167999999999999E+01	  +2.3814986842355246E+01	  +2.3145000000000000E+01	  +5.1096537509695558E+01	  +4.1951000000000001E+01	  +1.3458875175626310E+00	  +2.0021358333333334E+00	  +3.5181053859494371E+00	  +4.1249361111111114E+00	  +3.8629111111111110E+00	
  +1.9666666666666666E+00	  +1.9670000000000001E+00	  +6.3466666666666669E+01	  +1.1795200000000000E+02	  -1.1319000000000001E+01	  +2.3805248308398010E+01	  +2.3015000000000001E+01	  +4.9919884014037372E+01	  +4.2002000000000002E+01	  +1.2245209390196541E+00	  +2.0141277777777775E+00	  +3.3661938613012015E+00	  +4.1428405555555559E+00	  +3.9005280555555557E+00	
  +1.9833333333333334E+00	  +1.9830000000000001E+00	  +6.7433333333333337E+01	  +1.1690400000000000E+02	  -1.1457000000000001E+01	  +2.3795443764726866E+01	  +2.3206000000000000E+01	  +5.1000802954798701E+01	  +4.2284999999999997E+01	  +1.3464105733368243E+00	  +2.0237666666666669E+00	  +3.5099237449110054E+00	  +4.2042697222222216E+00	  +3.9164594444444445E+00	
  +2.0000000000000000E+00	  +2.0000000000000000E+00	  +6.7433333333333337E+01	  +1.1597900000000000E+02	  -1.1630000000000001E+01	  +2.3796120972332798E+01	  +2.3276000000000000E+01	  +5.0960871545919780E+01	  +4.2561999999999998E+01	  +1.3472617684473396E+00	  +1.9890900000000000E+00	  +3.5032572731413030E+00	  +4.1597755555555551E+00	  +3.9568019444444440E+00	
  +2.0166666666666666E+00	  +2.0169999999999999E+00	  +6.7433333333333337E+01	  +1.1817000000000000E+02	  -1.1789000000000000E+01	  +2.3796376168231500E+01	  +2.3209000000000000E+01	  +5.0918285820531210E+01	  +4.2570999999999998E+01	  +1.3478624733110145E+00	  +1.9879605555555557E+00	  +3.4977294752999546E+00	  +4.2142516666666667E+00	  +3.9726411111111108E+00	
  +2.0333333333333332E+00	  +2.0329999999999999E+00	  +6.7433333333333337E+01	  +1.1803000000000000E+02	  -1.1865000000000000E+01	  +2.3795841568985754E+01	  +2.3311000000000000E+01	  +5.0897531350967228E+01	  +4.2899000000000001E+01	  +1.3481374445285297E+00	  +2.0230561111111114E+00	  +3.4951279028723099E+00	  +4.2732091666666667E+00	  +4.0163508333333331E+00	
  +2.0499999999999998E+00	  +2.0499999999999998E+00	  +6.7433333333333337E+01	  +1.1646899999999999E+02	  -1.1939000000000000E+01	  +2.3794752286040726E+01	  +2.3498999999999999E+01	  +5.0876977522495238E+01	  +4.3182000000000002E+01	  +1.3483947431333583E+00	  +2.0171830555555559E+00	  +3.4926300013403364E+00	  +4.2747580555555560E+00	  +4.0328197222222224E+00	
  +2.0666666666666669E+00	  +2.0670000000000002E+00	  +6.7433333333333337E+01	  +1.0850100000000000E+02	  -1.1837000000000000E+01	  +2.3793342285964179E+01	  +2.3539999999999999E+01	  +5.0903539141973745E+01	  +4.2310000000000002E+01	  +1.3479862334968862E+00	  +1.7792830555555554E+00	  +3.4962532870593597E+00	  +4.0191455555555562E+00	  +3.8507691666666668E+00	
  +2.0833333333333335E+00	  +2.0830000000000002E+00	  +6.7433333333333337E+01	  +1.0794100000000000E+02	  -1.1856000000000000E+01	  +2.3792072186623233E+01	  +2.3265000000000001E+01	  +5.0897659929829800E+01	  +4.2018999999999998E+01	  +1.3480339951790703E+00	  +1.7538749999999999E+00	  +3.4956732455899893E+00	  +4.0135225000000005E+00	  +3.8509408333333335E+00	
  +2.1000000000000001E+00	  +2.1000000000000001E+00	  +5.9500000000000000E+01	  +1.2017300000000000E+02	  -1.2103000000000000E+01	  +2.3769660311377329E+01	  +2.2768999999999998E+01	  +4.8606852887961288E+01	  +4.2529000000000003E+01	  +1.1023040341917958E+00	  +2.0094522222222224E+00	  +3.2003797717796560E+00	  +4.2460838888888892E+00	  +4.0576100000000004E+00	
  +2.1166666666666667E+00	  +2.1170000000000000E+00	  +5.9500000000000000E+01	  +1.1906300000000000E+02	  -1.2454000000000001E+01	  +2.3726397677683643E+01	  +2.2777000000000001E+01	  +4.8490259163835155E+01	  +4.3027000000000001E+01	  +1.1014326968099892E+00	  +1.9756158333333331E+00	  +3.1942084371175974E+00	  +4.2378116666666665E+00	  +4.1547974999999999E+00	
  +2.1333333333333333E+00	  +2.1330000000000000E+00	  +5.9500000000000000E+01	  +1.2011100000000000E+02	  -1.2628000000000000E+01	  +2.3683931374026937E+01	  +2.2969000000000001E+01	  +4.8424277837739460E+01	  +4.3412999999999997E+01	  +1.1008681433462475E+00	  +1.9871747222222222E+00	  +3.1916770859545882E+00	  +4.3449536111111113E+00	  +3.4669180555555559E+00	
  +2.1499999999999999E+00	  +2.1499999999999999E+00	  +5.9500000000000000E+01	  +0.0000000000000000E+00	  -1.2134000000000000E+01	  +2.3643929484711521E+01	  +2.2661999999999999E+01	  +4.8494096432709114E+01	  +3.2094000000000001E+01	  +1.1000182960625688E+00	  -3.5297222222222223E-03	  +3.2064371814161214E+00	  +1.4999999999999999E-02	  +1.6299422222222224E+00	
  +2.1666666666666665E+00	  +2.1669999999999998E+00	  +5.9500000000000000E+01	  +4.6329000000000001E+01	  -1.0837000000000000E+01	  +2.3371951491778511E+01	  +2.1370000000000001E+01	  +2.3374127970298950E+01	  +3.1109000000000002E+01	  +6.5670032548864454E-01	  +1.7999444444444446E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1833333333333331E+00	  +2.1829999999999998E+00	  +5.9500000000000000E+01	  +5.7289999999999999E+01	  -9.5069999999999997E+00	  +2.2879879844864526E+01	  +1.4372999999999999E+01	  +2.2884464533668204E+01	  +3.0227000000000000E+01	  +6.4875485019824675E-01	  +3.7693138888888889E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2000000000000002E+00	  +2.2000000000000002E+00	  +5.9500000000000000E+01	  +7.8287999999999997E+01	  -7.1829999999999998E+00	  +2.2405939493162734E+01	  +1.0647000000000000E+01	  +2.2410387341465782E+01	  +2.9202000000000002E+01	  +6.3545010626762377E-01	  +6.6588722222222219E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2166666666666668E+00	  +2.2170000000000001E+00	  +1.1900000000000000E+02	  +0.0000000000000000E+00	  -5.8799999999999999E+00	  +2.1949439349505560E+01	  +9.3300000000000001E+00	  +2.1953732206585631E+01	  +2.8399000000000001E+01	  +1.8145059847729401E+00	  -3.3250000000000003E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2333333333333334E+00	  +2.2330000000000001E+00	  +1.1900000000000000E+02	  +4.1518000000000001E+01	  -6.0869999999999997E+00	  +2.1509457180051012E+01	  +9.5790000000000006E+00	  +2.1509737400942225E+01	  +2.6963999999999999E+01	  +1.8053735042280048E+00	  +2.6167583333333333E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2500000000000000E+00	  +2.2500000000000000E+00	  +1.1900000000000000E+02	  +6.7680999999999997E+01	  -5.9909999999999997E+00	  +2.1085950483387265E+01	  +1.5196000000000000E+01	  +2.1091308529484312E+01	  +2.4561000000000000E+01	  +2.9915692938669767E+00	  +6.2412694444444439E-01	  +0.0000000000000000E+00	  +4.4291388888888894E-02	  +1.3918052777777776E+00	
  +2.2666666666666666E+00	  +2.2669999999999999E+00	  +1.1900000000000000E+02	  +8.4972999999999999E+01	  -7.1769999999999996E+00	  +2.0721796789371552E+01	  +1.7809999999999999E+01	  +2.3513008736793161E+01	  +3.1652999999999999E+01	  +2.9973714792770929E+00	  +1.1259247222222222E+00	  +5.9808984510309859E-01	  +6.9551666666666664E-02	  +2.4133213888888889E+00	
  +2.2833333333333332E+00	  +2.2829999999999999E+00	  +1.1900000000000000E+02	  +1.0347700000000000E+02	  -7.8090000000000002E+00	  +2.0453337560252084E+01	  +1.8940000000000001E+01	  +2.5729723726167776E+01	  +3.7280000000000001E+01	  +2.9990530048379584E+00	  +1.7861700000000000E+00	  +1.1315757149390215E+00	  +1.5106166666666668E-01	  +3.1620649999999997E+00	
  +2.2999999999999998E+00	  +2.2999999999999998E+00	  +1.1900000000000000E+02	  +1.0648699999999999E+02	  -8.3689999999999998E+00	  +2.0268210399954206E+01	  +1.9513999999999999E+01	  +2.7766807871880175E+01	  +3.8029000000000003E+01	  +3.0015867424927238E+00	  +1.6410399999999998E+00	  +1.6090778631417693E+00	  +1.6003277777777780E-01	  +3.1851763888888889E+00	
  +2.3166666666666669E+00	  +2.3170000000000002E+00	  +1.1900000000000000E+02	  +1.0788800000000001E+02	  -8.7629999999999999E+00	  +2.0155789315382457E+01	  +2.0402000000000001E+01	  +2.9677919100151961E+01	  +3.6514000000000003E+01	  +3.0037290807889678E+00	  +1.6464341666666666E+00	  +2.0439276969698912E+00	  +1.4148333333333332E-01	  +3.3537647222222220E+00	
  +2.3333333333333335E+00	  +2.3330000000000002E+00	  +1.1900000000000000E+02	  +1.1513700000000000E+02	  -9.0790000000000006E+00	  +2.0107520731418152E+01	  +2.0741000000000000E+01	  +3.1472945843994125E+01	  +3.7225000000000001E+01	  +3.0062661401336719E+00	  +1.9171000000000000E+00	  +2.4399803828770321E+00	  +1.5411249999999999E-01	  +3.4252272222222220E+00	
  +2.3500000000000001E+00	  +2.3500000000000001E+00	  +1.1900000000000000E+02	  +1.1963700000000000E+02	  -9.3650000000000002E+00	  +2.0115924188427481E+01	  +2.1015999999999998E+01	  +3.3151964639057425E+01	  +3.8247000000000000E+01	  +3.0095892482861424E+00	  +1.9987808333333332E+00	  +2.7985579056869789E+00	  +1.5999055555555555E-01	  +3.5728611111111110E+00	
  +2.3666666666666667E+00	  +2.3670000000000000E+00	  +1.1900000000000000E+02	  +1.2012700000000000E+02	  -9.5380000000000003E+00	  +2.0174119582339273E+01	  +2.1050000000000001E+01	  +3.4751868685024810E+01	  +3.8478999999999999E+01	  +3.0126464489089742E+00	  +1.9822897222222224E+00	  +3.1289283795733667E+00	  +1.5999055555555555E-01	  +3.6126155555555552E+00	
  +2.3833333333333333E+00	  +2.3830000000000000E+00	  +1.1900000000000000E+02	  +1.1967800000000000E+02	  -9.5730000000000004E+00	  +2.0276646122539098E+01	  +2.1289999999999999E+01	  +3.6299862613715092E+01	  +3.8689000000000000E+01	  +3.0150540864157707E+00	  +2.0048591666666669E+00	  +3.4380160526407471E+00	  +1.5988611111111112E-01	  +3.6036527777777776E+00	
  +2.3999999999999999E+00	  +2.3999999999999999E+00	  +1.1900000000000000E+02	  +1.2072000000000000E+02	  -9.8300000000000001E+00	  +2.0416751849190611E+01	  +2.1722000000000001E+01	  +3.7661071238149511E+01	  +3.9125000000000000E+01	  +3.0206534507411864E+00	  +2.0053672222222221E+00	  +3.6983122237344648E+00	  +1.6826611111111112E-01	  +3.5994916666666668E+00	
  +2.4166666666666665E+00	  +2.4169999999999998E+00	  +1.1900000000000000E+02	  +1.1813500000000001E+02	  -9.9339999999999993E+00	  +2.0588120007365294E+01	  +2.1861000000000001E+01	  +3.8949890801076307E+01	  +3.9340000000000003E+01	  +3.0247891731699998E+00	  +1.9830230555555555E+00	  +3.9402504816045969E+00	  +1.6751194444444445E-01	  +3.6131019444444443E+00	
  +2.4333333333333331E+00	  +2.4329999999999998E+00	  +1.1900000000000000E+02	  +1.1901700000000000E+02	  -9.7710000000000008E+00	  +2.0787902430270343E+01	  +2.1331000000000000E+01	  +4.0271271705701714E+01	  +3.9201000000000001E+01	  +3.0269199122781214E+00	  +1.9741094444444445E+00	  +4.1780215630508239E+00	  +1.8451833333333331E-01	  +3.6978716666666664E+00	
  +2.4500000000000002E+00	  +2.4500000000000002E+00	  +1.1900000000000000E+02	  +1.1971599999999999E+02	  -9.8819999999999997E+00	  +2.1011022278940569E+01	  +2.1276000000000000E+01	  +4.1381824302137197E+01	  +3.9103000000000002E+01	  +3.0326096829243179E+00	  +1.9993550000000000E+00	  +4.3641602951230904E+00	  +1.7478361111111113E-01	  +3.6898641666666667E+00	
  +2.4666666666666668E+00	  +2.4670000000000001E+00	  +1.1900000000000000E+02	  +1.1814200000000000E+02	  -1.0019000000000000E+01	  +2.1250512852361254E+01	  +2.1687999999999999E+01	  +4.2356215340096185E+01	  +3.9402000000000001E+01	  +3.0415623521195747E+00	  +2.0130711111111110E+00	  +4.5174232486139081E+00	  +1.8690666666666667E-01	  +3.6622375000000003E+00	
  +2.4833333333333334E+00	  +2.4830000000000001E+00	  +1.1900000000000000E+02	  +1.1854400000000000E+02	  -1.0083000000000000E+01	  +2.1501885596400676E+01	  +2.2045000000000002E+01	  +4.7809309773387596E+01	  +3.9805000000000000E+01	  +3.0527609982783814E+00	  +1.9943766666666667E+00	  +4.6493538173319573E+00	  +2.2792250000000000E-01	  +3.6671550000000002E+00	
  +2.5000000000000000E+00	  +2.5000000000000000E+00	  +1.1900000000000000E+02	  +1.1767200000000000E+02	  -1.0199999999999999E+01	  +2.1761187904874898E+01	  +2.1969000000000001E+01	  +4.8670580933250172E+01	  +4.0308999999999997E+01	  +3.0638570920374657E+00	  +2.0047199999999998E+00	  +4.7537473523360640E+00	  +3.4281166666666668E-01	  +3.7844058333333335E+00	
  +2.5166666666666666E+00	  +2.5169999999999999E+00	  +1.1900000000000000E+02	  +1.1693700000000000E+02	  -1.0419000000000000E+01	  +2.2023500174271920E+01	  +2.2198000000000000E+01	  +4.9369641794332658E+01	  +4.0524999999999999E+01	  +3.0767008468344494E+00	  +1.9800861111111112E+00	  +4.8263218069406522E+00	  +4.1248122222222223E+00	  +3.7789244444444448E+00	
  +2.5333333333333332E+00	  +2.5329999999999999E+00	  +1.1900000000000000E+02	  +1.1929200000000000E+02	  -1.0733000000000001E+01	  +2.2284266799833656E+01	  +2.2695000000000000E+01	  +5.9848674978182274E+01	  +4.0866999999999997E+01	  +3.0907901658084080E+00	  +2.0181675000000001E+00	  +4.8682818303829380E+00	  +3.6939416666666663E-01	  +3.7419741666666666E+00	
  +2.5499999999999998E+00	  +2.5499999999999998E+00	  +1.1900000000000000E+02	  +1.1821100000000000E+02	  -1.0513999999999999E+01	  +2.2541671843303927E+01	  +2.2635999999999999E+01	  +6.0467482193130053E+01	  +4.1060000000000002E+01	  +3.0983031152131084E+00	  +2.0058258333333332E+00	  +4.9118002068185209E+00	  +3.6939416666666663E-01	  +3.7927947222222222E+00	
  +2.5666666666666669E+00	  +2.5670000000000002E+00	  +1.1900000000000000E+02	  +1.1856900000000000E+02	  -1.0720000000000001E+01	  +2.2792571019822276E+01	  +2.2329999999999998E+01	  +6.0756427688941059E+01	  +4.1109000000000002E+01	  +3.1105925127986835E+00	  +2.0267663888888889E+00	  +4.9122586156574179E+00	  +4.1816847222222222E+00	  +3.8675613888888889E+00	
  +2.5833333333333335E+00	  +2.5830000000000002E+00	  +1.1900000000000000E+02	  +1.1656600000000000E+02	  -1.0939000000000000E+01	  +2.3032496605932728E+01	  +2.2355000000000000E+01	  +6.0853832252896048E+01	  +4.1369000000000000E+01	  +3.1225404009722921E+00	  +1.9957366666666667E+00	  +4.8897423554957786E+00	  +4.1505638888888887E+00	  +3.9142380555555554E+00	
  +2.6000000000000001E+00	  +2.6000000000000001E+00	  +1.1900000000000000E+02	  +1.1749900000000000E+02	  -1.0990000000000000E+01	  +2.3260459300530229E+01	  +2.2456000000000000E+01	  +6.0964962496010465E+01	  +4.1686999999999998E+01	  +3.1320857965932425E+00	  +2.0393100000000000E+00	  +4.8710510635340816E+00	  +4.2160058333333330E+00	  +3.9562222222222223E+00	
  +2.6166666666666667E+00	  +2.6170000000000000E+00	  +1.1900000000000000E+02	  +1.1614100000000001E+02	  -1.1144000000000000E+01	  +2.3476567395542563E+01	  +2.2329999999999998E+01	  +6.1023938023617731E+01	  +4.1869999999999997E+01	  +3.1423344173099639E+00	  +1.9887975000000000E+00	  +4.8472500884152474E+00	  +4.2824263888888892E+00	  +4.0193994444444447E+00	
  +2.6333333333333333E+00	  +2.6330000000000000E+00	  +1.0313333333333334E+02	  +1.1655400000000000E+02	  -1.1144000000000000E+01	  +2.3661575638115099E+01	  +2.2216000000000001E+01	  +5.8972801850396984E+01	  +4.1844000000000001E+01	  +2.5697339220957809E+00	  +1.9695344444444443E+00	  +4.5566797341947192E+00	  +4.3235291666666669E+00	  +4.0385652777777779E+00	
  +2.6499999999999999E+00	  +2.6499999999999999E+00	  +8.7266666666666666E+01	  +1.1700400000000000E+02	  -1.1401999999999999E+01	  +2.3789729429606265E+01	  +2.2853999999999999E+01	  +5.6013520088600210E+01	  +4.2131000000000000E+01	  +2.0063675336562645E+00	  +1.9828580555555555E+00	  +4.1568716098635994E+00	  +4.2405727777777775E+00	  +3.9604483333333333E+00	
  +2.6666666666666665E+00	  +2.6669999999999998E+00	  +7.9333333333333329E+01	  +1.1612000000000000E+02	  -1.1472000000000000E+01	  +2.3866365255364705E+01	  +2.3059999999999999E+01	  +5.4186244460334102E+01	  +4.2493000000000002E+01	  +1.7330126592561179E+00	  +1.9971308333333333E+00	  +3.9105829029594528E+00	  +4.1865861111111107E+00	  +3.9888244444444445E+00	
  +2.6833333333333331E+00	  +2.6829999999999998E+00	  +7.1399999999999991E+01	  +1.1614400000000001E+02	  -1.1548000000000000E+01	  +2.3903182071417032E+01	  +2.3137000000000000E+01	  +5.2184302954334896E+01	  +4.2600999999999999E+01	  +1.4713449599999999E+00	  +1.9885863888888888E+00	  +3.6446280000000000E+00	  +4.2670658333333336E+00	  +3.9939286111111110E+00	
  +2.7000000000000002E+00	  +2.7000000000000002E+00	  +7.1399999999999991E+01	  +1.1659099999999999E+02	  -1.1661000000000000E+01	  +2.3919562979533325E+01	  +2.3100000000000001E+01	  +5.2157625629898227E+01	  +4.2807000000000002E+01	  +1.4719687200000000E+00	  +1.9873536111111112E+00	  +3.6402209999999995E+00	  +4.2794900000000000E+00	  +4.0425288888888886E+00	
  +2.7166666666666668E+00	  +2.7170000000000001E+00	  +6.7433333333333337E+01	  +1.1719900000000000E+02	  -1.1598000000000001E+01	  +2.3924617714983722E+01	  +2.2548999999999999E+01	  +5.1070446714358390E+01	  +4.2914000000000001E+01	  +1.3490806400000002E+00	  +2.0181005555555558E+00	  +3.4979359999999997E+00	  +4.3257880555555550E+00	  +4.1806400000000004E+00	
  +2.7333333333333334E+00	  +2.7330000000000001E+00	  +6.7433333333333337E+01	  +1.1917800000000000E+02	  -1.1755000000000001E+01	  +2.3918627313144331E+01	  +2.2305000000000000E+01	  +5.1011232293414615E+01	  +4.2838999999999999E+01	  +1.3496584000000003E+00	  +2.0063422222222225E+00	  +3.4924933333333330E+00	  +4.4064838888888893E+00	  +4.2175302777777777E+00	
  +2.7500000000000000E+00	  +2.7500000000000000E+00	  +6.3466666666666669E+01	  +1.2015000000000001E+02	  -1.1972000000000000E+01	  +2.3901466246611658E+01	  +2.2491000000000000E+01	  +4.9835365285492649E+01	  +4.3295999999999999E+01	  +1.2272284800000002E+00	  +2.0074394444444446E+00	  +3.3418493333333341E+00	  +4.4538774999999999E+00	  +4.2687783333333336E+00	
  +2.7666666666666666E+00	  +2.7669999999999999E+00	  +7.1399999999999991E+01	  +1.1752500000000001E+02	  -1.1999000000000001E+01	  +2.3894963798414764E+01	  +2.2603000000000002E+01	  +5.2025515589492763E+01	  +4.3601999999999997E+01	  +1.4735298784881463E+00	  +2.0135408333333333E+00	  +3.6281150379494829E+00	  +4.4752752777777776E+00	  +4.3056541666666668E+00	
  +2.7833333333333332E+00	  +2.7829999999999999E+00	  +7.1399999999999991E+01	  +1.1484200000000000E+02	  -1.2130000000000001E+01	  +2.3908920719887277E+01	  +2.3213000000000001E+01	  +5.2004128598634644E+01	  +4.3960000000000001E+01	  +1.4745576000000002E+00	  +1.9952738888888888E+00	  +3.6219299999999994E+00	  +4.3794852777777784E+00	  +4.2472613888888890E+00	
  +2.7999999999999998E+00	  +2.7999999999999998E+00	  +7.1399999999999991E+01	  +1.0905400000000000E+02	  -1.2215999999999999E+01	  +2.3921883520388501E+01	  +2.3436000000000000E+01	  +5.1992251424377280E+01	  +4.3128000000000000E+01	  +1.4750323200000000E+00	  +1.7644086111111112E+00	  +3.6185760000000009E+00	  +4.1363402777777782E+00	  +4.0352113888888894E+00	
  +2.8166666666666669E+00	  +2.8170000000000002E+00	  +7.1399999999999991E+01	  +1.0237900000000000E+02	  -1.2253000000000000E+01	  +2.3933785704005416E+01	  +2.3379000000000001E+01	  +5.1994039978676035E+01	  +4.1902999999999999E+01	  +1.4752365599999999E+00	  +1.5539719444444444E+00	  +3.6171330000000004E+00	  +3.8547950000000002E+00	  +3.8037005555555554E+00	
  +2.8333333333333335E+00	  +2.8330000000000002E+00	  +7.1399999999999991E+01	  +1.0090600000000001E+02	  -1.2464000000000000E+01	  +2.3944914083072973E+01	  +2.3306000000000001E+01	  +5.1942338705241774E+01	  +4.1527999999999999E+01	  +1.4764012800000004E+00	  +1.5416738888888888E+00	  +3.6089039999999999E+00	  +3.8305075000000000E+00	  +3.7445822222222218E+00	
  +2.8500000000000001E+00	  +2.8500000000000001E+00	  +7.1399999999999991E+01	  +1.0229400000000000E+02	  -1.2648000000000000E+01	  +2.3954939012033911E+01	  +2.3024000000000001E+01	  +5.1897598988217332E+01	  +4.1149999999999999E+01	  +1.4774169600000000E+00	  +1.5178827777777777E+00	  +3.6017279999999996E+00	  +3.7964008333333332E+00	  +3.7286316666666668E+00	
