 TIME                    	time                     	freq                     	Toa                      	Tr                       	Ts-exp                   	Ts-sim                   	Pel-exp                  	Pel-sim                  	Qh-exp                   	Qh-sim                   	Qhair-exp                	
  +2.6333333333333333E+00	  +2.6330000000000000E+00	  +7.0238000000000000E+01	  +8.6329999999999991E+00	  +2.3701000000000001E+01	  +4.6249000000000002E+01	  +4.5531942366699276E+01	  +1.2164983333333335E+00	  +1.3056080443946372E+00	  +5.1333944444444448E+00	  +4.7419705887296084E+00	  +4.5955438888888889E+00	
  +2.6499999999999999E+00	  +2.6499999999999999E+00	  +7.0441999999999993E+01	  +8.9939999999999998E+00	  +2.3670999999999999E+01	  +4.6311000000000000E+01	  +4.6065870926491819E+01	  +1.2251319444444446E+00	  +1.3048406415648544E+00	  +5.1620241666666669E+00	  +4.8643154780029656E+00	  +4.6139927777777778E+00	
  +2.6666666666666665E+00	  +2.6669999999999998E+00	  +7.1155000000000001E+01	  +8.5410000000000004E+00	  +2.3646000000000001E+01	  +4.6274999999999999E+01	  +4.5584506478555376E+01	  +1.2310661111111110E+00	  +1.3325413635025951E+00	  +5.1138808333333339E+00	  +4.7650695291646068E+00	  +4.6122747222222218E+00	
  +2.6833333333333331E+00	  +2.6829999999999998E+00	  +7.0307000000000002E+01	  +8.8750000000000000E+00	  +2.3515999999999998E+01	  +4.6182000000000002E+01	  +4.5783016079792276E+01	  +1.2037324999999999E+00	  +1.2998102188630749E+00	  +5.1585744444444437E+00	  +4.8357886616411276E+00	  +4.6212799999999996E+00	
  +2.7000000000000002E+00	  +2.7000000000000002E+00	  +7.1447000000000003E+01	  +8.9440000000000008E+00	  +2.3481999999999999E+01	  +4.6222000000000001E+01	  +4.6127746516453399E+01	  +1.2222272222222221E+00	  +1.3308619407612459E+00	  +5.1705172222222222E+00	  +4.9178708209441417E+00	  +4.6365352777777771E+00	
  +2.7166666666666668E+00	  +2.7170000000000001E+00	  +7.0307000000000002E+01	  +8.8439999999999994E+00	  +2.3443000000000001E+01	  +4.6040999999999997E+01	  +4.5699695818877693E+01	  +1.1922338888888890E+00	  +1.2988524717042016E+00	  +5.1290983333333333E+00	  +4.8331937478991582E+00	  +4.6090211111111108E+00	
  +2.7333333333333334E+00	  +2.7330000000000001E+00	  +7.0942999999999998E+01	  +8.8019999999999996E+00	  +2.3719999999999999E+01	  +4.6372000000000000E+01	  +4.5942265090275889E+01	  +1.2210172222222222E+00	  +1.3235298640054374E+00	  +5.1453811111111110E+00	  +4.8270641418685116E+00	  +4.6157027777777770E+00	
  +2.7500000000000000E+00	  +2.7500000000000000E+00	  +7.0646000000000001E+01	  +8.8409999999999993E+00	  +2.3382999999999999E+01	  +4.6162999999999997E+01	  +4.5741970527110162E+01	  +1.1985055555555555E+00	  +1.3074533531025461E+00	  +5.1639716666666660E+00	  +4.8551124611962431E+00	  +4.6458830555555553E+00	
  +2.7666666666666666E+00	  +2.7669999999999999E+00	  +7.0549999999999997E+01	  +8.8610000000000007E+00	  +2.3173999999999999E+01	  +4.5890999999999998E+01	  +4.5632418385952903E+01	  +1.1904638888888890E+00	  +1.3001214067857143E+00	  +5.1495719444444443E+00	  +4.8756964285714295E+00	  +4.6365191666666670E+00	
  +2.7833333333333332E+00	  +2.7829999999999999E+00	  +7.0808000000000007E+01	  +8.5619999999999994E+00	  +2.3273000000000000E+01	  +4.5914999999999999E+01	  +4.5328821195919346E+01	  +1.2123775000000001E+00	  +1.3145394211385075E+00	  +5.1600661111111110E+00	  +4.7887617271379135E+00	  +4.6203574999999999E+00	
  +2.7999999999999998E+00	  +2.7999999999999998E+00	  +7.0332999999999998E+01	  +8.8710000000000004E+00	  +2.3556000000000001E+01	  +4.6168999999999997E+01	  +4.5805554302302610E+01	  +1.1979022222222222E+00	  +1.3014341319912013E+00	  +5.1389133333333330E+00	  +4.8321907461690561E+00	  +4.6103680555555560E+00	
  +2.8166666666666669E+00	  +2.8170000000000002E+00	  +7.1787000000000006E+01	  +8.8699999999999992E+00	  +2.3699999999999999E+01	  +4.6228999999999999E+01	  +4.6211933376693054E+01	  +1.2056408333333333E+00	  +1.3466902418685123E+00	  +5.1521008333333329E+00	  +4.8898859203092986E+00	  +4.5918619444444451E+00	
  +2.8333333333333335E+00	  +2.8330000000000002E+00	  +7.0483999999999995E+01	  +8.6999999999999993E+00	  +2.3515999999999998E+01	  +4.6152999999999999E+01	  +4.5580476417992479E+01	  +1.2086583333333334E+00	  +1.3078362288877901E+00	  +5.1427583333333331E+00	  +4.7918025704399403E+00	  +4.6156261111111112E+00	
  +2.8500000000000001E+00	  +2.8500000000000001E+00	  +7.0417000000000002E+01	  +8.8789999999999996E+00	  +2.3558000000000000E+01	  +4.6219000000000001E+01	  +4.5837528592008930E+01	  +1.2155916666666666E+00	  +1.3037635659843549E+00	  +5.1519830555555552E+00	  +4.8387103457736025E+00	  +4.6198638888888883E+00	
  +2.8666666666666667E+00	  +2.8670000000000000E+00	  +7.0534000000000006E+01	  +8.7550000000000008E+00	  +2.3776000000000000E+01	  +4.6353999999999999E+01	  +4.5811888587965768E+01	  +1.2181066666666667E+00	  +1.3136382265017303E+00	  +5.1291941666666663E+00	  +4.7868524493326738E+00	  +4.6003313888888888E+00	
  +2.8833333333333333E+00	  +2.8830000000000000E+00	  +7.0576999999999998E+01	  +8.8030000000000008E+00	  +2.3152000000000001E+01	  +4.5939000000000000E+01	  +4.5545638807887244E+01	  +1.1938536111111111E+00	  +1.3014124790075632E+00	  +5.1818308333333336E+00	  +4.8615274599604543E+00	  +4.6505044444444446E+00	
  +2.8999999999999999E+00	  +2.8999999999999999E+00	  +7.0846999999999994E+01	  +8.5790000000000006E+00	  +2.2902000000000001E+01	  +4.5654000000000003E+01	  +4.5157383744224603E+01	  +1.1972036111111111E+00	  +1.3078043696918684E+00	  +5.1863933333333332E+00	  +4.8303315790904584E+00	  +4.6475813888888897E+00
